gene_name	1-2	1-3	1-4	1-5	1-6	O-1	O-2	O-3
Saa2	0	14	0	0	0	0	0	2.11E-24
Saa3	186	63	111	899.998	309.999	12520.9	3579.06	7183.23
Saal1	77	67	0	202	3	119	434.999	409.999
Sac3d1	64	15	0	92	0	35	67	0
Sacm1l	420.108	497.249	396.011	885.835	392.518	580.752	2103.85	1567.23
Sacs	0	1	0	0	0	72	23	0
Sae1	315	189	105	195	307	824.003	1110.01	817.998
Safb	2645.07	1557.92	1326.19	2368.56	1789.72	1306.81	1056.95	1658.82
Safb2	4822.9	2607.08	2961.82	4492.41	2079.28	2007.19	1893.05	3090.18
Sag	147	208	304	505	429	194	208	265
Sall3	14	1	0	56	0	0	0	0
Samd1	0	0	41	97	7	54	3	2
Samd10	130	0	280	54	171	295	678.004	282
Samd11	1.17233	190.546	61.7675	162.079	98.1378	2.26826	59.9253	99.8369
Samd12	15	0	1	0	0	0	0	0
Samd13	0	0	70.8714	0	41.9999	0	14	0
Samd15	27	96	3	10	119	12	27	12
Samd4b	2698.99	2474.04	2706	3528.02	3020.99	2108.99	2595.97	3495.99
Samd8	6028.03	4457.51	4867.67	6004.69	5134.67	4442.75	3744.68	3828.59
Samd9l	8248.65	7297.66	10718.9	7103.13	8388.07	9688.75	19805.6	16768
Samhd1	43271.3	81821.7	62194.8	62866.6	106962	67225.2	115346	143144
Samm50	216	188	186	187	95	0	811	595.999
Samsn1	85438.4	71678.6	86390	70712.3	76389.4	90312.6	97127.4	124703
Sap130	71	115	75	317	103	308	442.999	291
Sap18	5469.51	2047.18	3715.3	2629.46	2797.32	1234.86	1706.19	1632.6
Sap18b	28824.4	16252.4	24276.7	27262.1	20426.7	17887.2	13046.7	12254.9
Sap25	215.581	187.177	376.53	381.972	136.377	339.028	92.418	82.4975
Sap30	4778	2385	5486	4442	3083	4070	5748	3566
Sap30bp	241.999	877	696.722	845	1062	1427	1354	1683.99
Sap30bpos	0	0	42	0	0	2	0	0
Sap30l	625	745	795	643	729	1435	2029	1707
Sapcd2	0	0	46	0	0	0	0	87
Sar1a	3464.03	3286.99	4240.99	4432.94	4107.02	5624.03	4998.02	4063.01
Sar1b	1076	1173	1887	2395	1731	3227	2050	1781
Saraf	7742.93	11891.2	8565.9	10061.6	12333	10534	14047.1	13934.3
Sarnp	329.215	338.942	439.409	471.053	489.783	507.664	461.205	584.167
Sars	2900	2396.05	2589	2500.05	1824.01	2366.97	4286.12	3394.88
Sars2	0	22	0	0	0	12	0	0
Sart1	745.206	876.356	455.986	413.065	788.273	744.618	1272.96	1362.71
Sart3	337	678.001	319.001	1200	967.998	523	1156	1079
Sash3	835	853	2010	609	1534	2240	5621	4082
Sass6	203.971	12	210.965	53.4316	38	63.5978	475.882	268.417
Sat1	65566.8	85566.9	90118.3	97370.8	111274	137596	128797	117266
Satb1	48	388	421.001	302	181	247	345	376.917
Satb2	0	0	0	67.9999	0	0	0	0
Sav1	1742.99	371.083	701.002	557.999	726.998	618.002	1510	809.999
Saxo1	0	0	0	0	0	25	5	0
Saysd1	56	76	21	112	242	37	79	13
Sbds	3708.96	4292.98	3926.01	4034	4999.99	6289.94	4736.02	6358.1
Sbf1	1076	494.999	396	784	647.002	589.002	364	818.001
Sbf2	0	22	47	0	13	7	14	0
Sbk2	0	0	0	76	0	0	0	0
Sbno1	5499.99	7058.06	7563.89	7915.08	9428.12	10120.1	12384.5	12560
Sbno2	7283.01	9350.1	13911.1	10850.1	12089	6359.02	10712.5	15154
Sbp	1	0	10	0	0	0	0	0
Sbsn	2.09476	1.64E-08	24.1436	3.46966	3.61701	33.7925	2.62311	0
Sc5d	9004.56	6361.51	7054.07	6530.72	5665.88	5105.83	7473.27	7825.68
Scaf1	397	627.001	267	792	415	576.001	958.003	792
Scaf11	1403.01	1792.78	1065.97	1488	1049.94	2343.83	2466.93	2925.87
Scaf4	451	324.001	313	359	452	169	411.001	437.001
Scaf8	893.678	1146	524.835	581	945	641	1532.22	1516
Scai	0	4	108	107	0	175	13	313
Scamp1	1936	1365.99	1339	2047.02	1642	2554.98	3688	1996.99
Scamp2	2573	2895.01	2943.99	5339.04	3620	7502.05	7842.91	5676.97
Scamp3	1885.08	1778.53	2605.81	2557.01	2336.82	3203.47	3497.77	3382.54
Scamp4	127.335	75	328.586	330.521	298.3	1153.16	468.042	1104.04
Scand1	3955.99	4052.95	5076.34	7809.93	5557.98	7768.73	5916.89	4551.65
Scap	0	2	81	150	12	157	86.7129	7
Scaper	328	513	821	504.002	271	452.999	771.998	850.997
Scarb1	0	0	6	221	1	170	463.999	353
Scarb2	6564.02	6656.99	3302	8245.98	5086	7310.96	16124.1	12030
Scarf1	0	0	0	0	1	65	0	0
Scarna2	65	37	78	132	45	42	27	13
Sccpdh	0	0	0	22	0	65	0	78
Scd2	8	357	4	431	69	932.999	4043.95	936
Scel	0	0	0	9	0	0	3	0
Scfd1	754.001	1799	1272	759	944.002	1249	1667.99	791
Scfd2	0	0	41	0	178	0	0	0
Schip1	360	426	318.001	1383.98	1406.99	2554.96	1224.98	1479.99
Scimp	3675	1065	649	1960	2215	2529	1759	1331
Scin	122	3	0	38	0	0	24	0
Sclt1	58	40	134	182	196	127	57	96
Scly	165	480	165	184	276	238	373	558.981
Scmh1	0	7	0	6	15	0	114	0
Scml4	0	0	52	61	0	0	0	47
Scn11a	0	67	0	0	0	0	0	0
Scn2b	3	10	0	13	33	53	70	17
Scnm1	669	870.993	710.998	754.997	550.001	1194	1026	898.999
Scnn1a	1319	2123.01	5927.05	2406	3086.98	2792.99	2323.98	3269.05
Sco1	0	80	3	17	246	96	246	80
Sco2	2.15E-23	3.59E-35	0	35.953	1.81E-29	30.0702	120.097	158.701
Scoc	127.477	308.487	81	18	207.908	35	85.3521	18
Scp2	1283.54	934.536	2943.22	1680.88	1867.61	1565.37	3649.87	2837.43
Scp2-ps2	802.456	808.462	1977.79	1655.12	1235.38	1103.62	2263.13	1524.55
Scpep1	672	278	643	449	86	106	311	213
Scrg1	180	175	348	334	196	245	327	262
Scrib	85	189	285.001	172	82	222	300	215
Scrn2	0	0	0	0	0	0	0	31
Scrn3	45	23	134	106	5	272	646	201
Scrt1	0	18	14	4	3	7	115	0
Scyl1	611	112	410.999	155	650.999	496.001	1032	2386.02
Scyl2	425	557.999	713.002	1004	885.999	1545	1153	1551.01
Scyl3	426.983	731.943	598.973	635	119	706.879	1774.34	1027.26
Sdad1	109	50	7	15	0	25	202	144
Sdc1	337.954	129	0	119	0	0	0	0
Sdc3	207	8	232	71	153	7	226	111
Sdc4	0	0	0	0	3	6	10	0
Sdcbp	315284	300629	359491	270596	345029	260198	281194	320666
Sdcbp2	107	0	0	0	0	0	0	48
Sdccag8	56	203	139	34	5	372	817	511.002
Sde2	19898.8	16682.6	23270.3	23089.7	18953.7	13973.1	19313.6	26512.4
Sdf2	433	1122.86	1152.66	960.426	1163.81	2385.48	2026.82	1741.07
Sdf2l1	157	100	94	0	234	72	40	76
Sdf4	5930.12	5726.06	7457.89	6876.96	7216.84	8243.29	11249.5	8726.58
Sdha	1357	2097.01	2055.01	1437	1497	1982.01	4044	4365.02
Sdhaf1	148	631	178	907	530	1690	880	936
Sdhaf2	3107	2262	2728.97	2570	3956.99	4805.96	5146.99	2430.99
Sdhaf3	0	0	0	0	0	21	39	17
Sdhaf4	26	19	15	38	0	83	72	9
Sdhb	1505	1575	1609	1866	1841.99	3301.96	3833.05	2673.98
Sdhc	1030	1533	1767	1354	2712	2060	2041.99	2434
Sdhd	10453	10600	14311	13046	13967	15698	16937	15403
Sdr39u1	38.7531	1.17546	42.2137	42.3265	0.00986626	61.1083	124.647	2.87E-14
Sdr42e1	0	0	0	0	0	0	0	192
Sec11a	235	431	417	836.001	555	1433	1570.99	896.06
Sec11c	3951.99	3327.99	4098.98	4533.02	3932.97	2535.01	4527.93	4504.98
Sec13	1540	1360	1262	1236.96	1827.93	2190.84	3283.88	2102.89
Sec14l1	1691	1524	1713	2862	2222	4344.02	4216	3619.04
Sec16a	752.001	880.002	1054	1709.01	1137	1019	525	295
Sec22a	26	78	78	0	88	148	149	0
Sec22b	2640.74	2300.01	2653.16	2880.28	2673.14	4316.32	3493.9	3538.7
Sec22c	705	1208	756	1266	1509	1142	400	299
Sec23a	0	227	595.215	437.388	177.244	297	1768.86	533.999
Sec23b	981.005	1446.01	1508.01	536.002	1549.02	993	2115.96	2091.97
Sec23ip	3	135	233	443	419	390	898.908	1112
Sec24a	1732	899	1885	1208	1299	448	197	861.999
Sec24b	3365.03	2358	2461	2281	2336	2155.01	2697.99	4619
Sec24c	567.999	1090	1006.98	1039	719.002	697.003	2639.98	1701.97
Sec24d	0	177	0	15	26	0	0	191
Sec31a	190	233	3	275	277	448	905.999	804.997
Sec31b	14	2	0	0	6	1	0	192
Sec61a1	2546	2978.01	2577.01	4377.01	2611.91	4062.98	5264	5278.02
Sec61a2	91	125.138	70	120.997	179	45.254	482.665	315.586
Sec61b	1106.73	984.379	1768.23	1948.82	1312.18	2581.15	1613.56	1258.41
Sec61g	176.432	110.906	48.9034	58.9152	61.1282	93.7528	62.7064	25.7594
Sec62	2484.45	2525.1	2091.2	2597.46	1645.97	2653.08	3271.93	2166.58
Sec63	658	423.001	873.999	1037	808.998	381.999	1439	1483
Secisbp2	192	178	415	564	346	497.001	731.004	390.999
Secisbp2l	1117	1004	800.999	1291	1557	1511	1410	1220
Sectm1a	102	0	0	0	0	0	0	0
Seh1l	10906	7215.88	7806.99	9192.65	9086	7786.98	9086.01	7113.86
Sel1l	880	726.001	651.001	921	568	1440.99	2216.99	754.999
Sele	0	0	66	35	15	0	2	84
Selenbp1	162	70	0	120	0	320.931	248.999	47
Selenof	2433	3199.98	3433.97	4245.03	3754.94	6838.15	8974.46	5027.89
Selenoh	17	28	11	63	38	0	48	44
Selenoi	40	0	0	13	0	48	158	255
Selenok	25972	19445.3	29597.3	30108.2	25042.5	26319.6	14421.3	17223.8
Selenok-ps1	2021.38	1435.52	2171.04	2029.17	1825.24	1763.66	990.615	1167.02
Selenok-ps4	24.367	15.3305	31.2824	27.8285	18.1987	17.3514	9.01308	6.84973
Selenok-ps5	104.249	84.4208	121.683	77.0261	60.5236	93.7469	43.3776	32.4011
Selenok-ps6	7.10E-24	7.03E-24	7.26304	4.02308	5.43292	1.22E-26	3.51E-21	1.44974
Selenok-ps7	64.4661	58.3953	104.591	111.249	63.866	83.2385	36.111	52.3091
Selenok-ps8	32.8426	34.4048	80.0232	21.4272	28.228	28.5923	17.0636	10.8454
Selenom	1	50	5	0	21	0	19	36
Selenon	6417.02	16659.9	26846.9	13782	17962.9	10300	17371.9	43707.7
Selenoo	188.719	216.217	513.235	122.622	0	254.23	888.078	194.366
Selenop	725.003	532.884	1425	531.999	190.247	635.42	1189.99	1235.99
Selenos	1370	736.999	966.001	2081.99	1402	1596	2134	2001.01
Selenot	605.931	803.713	575.838	1243.9	1253.84	1579.65	873.143	810.228
Selenot-ps	4.06903	9.28676	6.16169	13.1038	8.16162	22.3502	18.8571	12.7716
Selenow	302	356	383	508	264	405	315	237
Sell	48294.6	37755.5	79488.5	37228.5	47653.9	48139.9	85608.4	83816.5
Selp	1076.76	395.042	1697.46	1434.54	1355.06	1106.69	1836.87	1590.8
Selplg	12484.1	17948.4	32859.6	17733	22537.3	40309.8	69563.2	57091.8
Sem1	6882	7245	7466.99	12666	9492	14049	8952.01	7545
Sema3b	0	0	1	0	0	0	0	26
Sema3c	0	1	0	46	0	0	0	0
Sema4a	2251.01	6710.81	7541.12	5413.98	5692.81	8296.17	17553.6	16318.3
Sema4b	0	52	4	15	0	119	13	11
Sema4d	11835.5	15506.9	8444.84	19940.9	16521.6	22596.4	23418.9	26644.8
Sema4f	0	155	4	129	86	13	111	0
Sema4g	0	0	0	0	3	0	7	0
Sema6a	0	35	44	75	0	0	0	0
Sema6b	357.999	271	801.003	1003.01	770.005	884.995	911.003	1385
Sema6c	0	0	0	64.0001	1	0	0	0
Sema7a	115	189	14	76	36	9	95	65
Senp1	20	314	130	261	175	315.602	714.001	451
Senp2	5478.68	4460.67	4220.67	3669.74	2597.81	3935.67	3547.94	4185.24
Senp3	82.3004	628.487	575.362	790.41	911.452	573.954	730.542	508.092
Senp5	522.957	360.987	386.001	605	118	248.975	1124.93	420.993
Senp6	1964.85	1666.85	1696.61	1413.1	1511.17	2906.74	1581.6	2030.88
Senp7	525	395	657	642	231	776.999	537	535
Senp8	0	0	0	0	0	84	59	69
Sephs1	76	85	0	46	74	10	265.999	61
Sephs2	4280.26	6362.11	6189.29	4454.65	7018	11401.9	14946.7	14901.6
Septin1	195	60	257	126	61	305	320	191
Septin10	116	95	88	13	109	298.999	438	295
Septin11	0	103	4	137	99	117	365	95
Septin2	1805	1642.98	2061.03	2122.97	2246.04	2427.01	2876.96	2242.05
Septin5	315.002	159.208	287.29	228.96	0	254.876	470.493	339.442
Septin6	112	104	66	166	0	61	295	160
Septin7	8509.41	10186.9	11367.5	7641.69	11169.7	18673.1	19371.4	16850.8
Septin9	359	119	761.998	181	115	209	1989.97	1043.99
Serac1	164	77	106	0	79.9822	0	209	143
Serbp1	775.999	828	687	1087	1081	1431.99	3281	1962.01
Serf1	138.833	204.98	78.6334	314.975	231.995	614.993	419.958	284.993
Serf2	9065.56	9787.98	11881.2	16520	11810.5	16552.8	12535.9	10220.5
Sergef	0	0	0	0	0	86	39	114
Serhl	19.3554	5.87124	64.4123	82.4777	0.00779272	112.302	238.279	76.4894
Serinc1	8863.05	7791.03	10163	8518.98	8155.02	7831	9154.03	7703.98
Serinc3	35898.7	41193.8	47855.6	40693.5	47393.8	64090.5	59258.5	57346.1
Serinc5	30	252	271	240	475	590	60	295
Serp1	15230	13911	29714	16190	17569	29781	32687	28452
Serpina11	0	0	64	0	0	37	0	0
Serpina3f	742.595	1102.78	781.661	952.174	996.712	1006.87	1019.1	1273.65
Serpina3g	6.78E-11	458.206	193.34	65.8281	535.292	204.717	258.528	251.657
Serpina3j	0	0	0	0	0	0	19	0
Serpinb10	82.0001	40	0	101	83	126	165	193
Serpinb1a	2279.99	2080.99	4620.94	3106.02	1548	3559.95	6891.09	2499
Serpinb2	1157	2331	1055.99	1386.02	5383.13	5005	10029	10972
Serpinb5	0	0	0	0	0	0	0	13
Serpinb6a	467.57	334.996	675.93	337.775	584.391	629.71	604.882	832.45
Serpinb8	0	0	65	161	0	144	216	73
Serpinb9	0	0	0	0	0	141	0	0
Serpinb9h	0	20	0	0	0	0	0	0
Serpinc1	1.41E-15	28	22.6912	7.80146	227.765	22.5524	267.685	89.5619
Serpind1	0	0	0	80	11	129	35	23
Serpine1	0	11	31	7	0	0	0	141
Serpine2	0	7	0	211	45	300	96	110
Serpinf2	0	1	0	59	0	0	0	0
Serping1	1	50	0	0	0	0	0	0
Serpinh1	0	0	105	0	0	0	0	0
Serpini1	197	67	242	122	185	127	135	166
Sertad1	5750	13423	9278.04	11274.9	14593.9	15165	20109.1	22356
Sertad2	1077	783.998	775.997	1365	524	837	378.999	1101
Sertad3	1367	2059	1301	2635	1901	3431	5059	4227
Sesn1	0	8	0	116	56	125	51	8
Sesn2	8106	6517	7763	5238	6654	6323	9936	12062
Sesn3	0	13	11	12	11	1	17	95
Sestd1	175.641	61.9539	0	379.073	1	64.5916	4.76784	249.153
Set	919.389	1061.43	838.551	1783.93	810.546	2371.71	3181.94	2040.46
Setd1a	89	270.999	36	134	130	121	136.988	208
Setd1b	24.0058	130.037	167.009	316.215	164.582	205.332	292.056	77.0014
Setd2	726	1014	666.999	854	717.001	1588.99	1877.02	1065
Setd3	393.18	532.744	572.383	471.712	114	613.041	1536.61	487.53
Setd4	7	2	7	0	0	44	47	127
Setd5	1341	655	550	1412	1059	1600	1646	1045
Setd7	642	305	385	173.859	227	377	101	346
Setdb1	91.0001	264.993	154	178	182.789	83	273.878	304.942
Setdb2	0	3	100	0	65	0	418.999	202
Setmar	108	0	77	98	0	0	59	0
Setx	101	114	291	762	190	1108	757	121
Sez6l2	0	89	0	6	0	0	0	0
Sf1	9655.16	7509.91	10463.9	8313.17	7569.79	6047.98	7346.93	9833.89
Sf3a1	76	100	49	163	114	122	555	747
Sf3a2	1422.47	1857.96	1023.75	1432.13	1347.32	1639.49	1851.16	2378.3
Sf3a3	32	403.823	150.961	299.787	99.9875	445.868	1108.33	704.361
Sf3b1	29720	25212.3	24984.3	25045	19985.9	27417.5	30734.1	35761.7
Sf3b2	3285	2937.99	3363.99	3693.02	3548.02	4214	6751.01	5420.04
Sf3b3	502	376	86	748	162	686	1046	898
Sf3b4	2381.14	3653.16	2297.13	3033.52	3426.28	4240.02	3687.72	4000.78
Sf3b5	2560	2755	2546	2729	2740	3055	3072	2624
Sf3b6	1512.99	2315.98	1997.01	3287	3492.97	4037.06	3469.02	2593.99
Sfi1	992.561	971.817	637.133	861.638	621.564	535.072	652.68	659.474
Sfmbt1	140	44	132	41	210	4	83	19
Sfmbt2	2001.01	1386	831.003	1628	459	299	464.999	285
Sfn	257	548.511	64	513.635	566	1379	978.44	814
Sfpq	1982.44	1896.88	2120.02	1952.84	2236.79	788.277	2291.18	4096.78
Sfr1	959	1570	742	1688	1728	3440	5421	4523.99
Sfrp5	0	0	0	0	2	17	0	6
Sfswap	1530	1465	1450	1757.01	1241	1101	1115	1389.99
Sft2d1	979.251	1202.8	932.203	1171.86	1111.88	1632.69	1480.7	1248.81
Sft2d2	2062.02	2164.97	2913.01	3914.06	2079.98	4023.87	4573.13	4046.02
Sft2d3	383	91	112	212	178	134	307	260
Sfxn1	4	13	97	0	6	208	202	0
Sfxn2	104	246	238	0	101	0	253	157
Sfxn3	278	766.004	559.002	1194.99	634.997	1704.99	1853.01	1574.99
Sfxn4	0	0	0	0	3	32	0	18
Sfxn5	200	460	693	532	445	753	660	656
Sgf29	82	64	105.729	72	4	219	191.832	92.8479
Sgip1	2	1	0	1	4	5.81E-05	2	0
Sgk1	2367.95	3533.97	4247.08	2546.04	2895.03	7447.08	14864.8	13799.7
Sgk3	410	810.998	1655	1353.01	1255	1813.99	3540.98	1664
Sgms1	611	1034	1204	511	540	1856	3340.98	2386.01
Sgms2	33968	42410.1	31553.1	45456.8	47244.1	50190.5	52166.2	62051.7
Sgo2a	0	0	0	0	0	0	112.733	0
Sgpl1	6983	9059.06	5007.21	9563.87	6562.1	9528.67	14981.4	16022
Sgpp1	42	0	124	1	0	177	992.003	141
Sgsh	1	0	5	66	37	37	0	17
Sgsm2	0	0	0	22	0	0	0	0
Sgsm3	22	0	66	0	0	0	94	242
Sgta	3859.02	4191.96	3778.05	3178.05	4691.87	3479.02	7116.09	6554.93
Sh2b1	36	86	74	203	233	550.002	621.998	827.001
Sh2b2	27968.9	24245.7	22989.7	24938.4	28001	24208.9	20312.1	27893
Sh2b3	247	798	597.001	376.001	87	1106.99	2510	1931.99
Sh2d1a	0	1	0	1	0	0	0	20
Sh2d1b1	0	24	25	0	0	0	0	0
Sh2d3c	34939.5	27612.3	30141.3	26541	27035.3	17545.3	25175.2	35202.4
Sh2d4b	0	5	41	60	0	14	10	0
Sh2d5	59	1146	262	424	719	703	2108.99	2230
Sh3bgrl	171	188	358	481	630	841	1824	1138
Sh3bgrl2	56	0	87	106	2	0	3	4
Sh3bgrl3	18498.7	20642.1	27155.3	34184.2	25490.1	45312	36137.2	26818.9
Sh3bp1	75	222	341	156	386	294.999	1025.06	1559
Sh3bp2	1706.99	1382	1147.99	1325.01	1682.98	2240.98	3214	3231.07
Sh3bp5	334.999	359	420.998	413	17	1672.01	1559.99	1937.02
Sh3bp5l	3	146	396.999	91.0001	192	283.999	559.003	562.999
Sh3d21	59	0	0	0	0	0	0	0
Sh3gl1	2407	3317	3457	2434	3690	4151	6098	3989
Sh3glb1	14167.6	10181.5	12845.9	11649	11644	15914.2	18432.7	15792.1
Sh3glb2	156	168	62	159	1	204	157	325
Sh3kbp1	950.999	719	1820.01	611.001	584	1437.01	2157.01	3868.99
Sh3pxd2b	0	1	0	1	0	26	0	0
Sh3tc1	561	87	299	52	44	59	9	14
Sh3yl1	114	74	0	117	0	81	224	66
Sharpin	1826.99	2155.99	1875	2777	2964.98	3519.98	4439.01	2886.99
Shc1	275.862	668.185	397.72	736.62	527.688	2171.59	3413.05	2630.21
Shc4	0	0	0	0	0	0	12.013	41.1773
Shd	0	14	0	0	0	0	0	0
She	0	0	0	18	31	0	0	0
Shf	0	0	0	19	2	85	0	18
Shfl	0	2	5	57.6148	96	1	55	51
Shisa4	49	8	0	0	0	0	0	0
Shisa5	14069.1	20469.2	22527.4	18450.1	24572.8	32620.2	40314.8	31801.1
Shisa8	0	0	14	0	1	0	0	0
Shisal2a	89	21	3	0	39	8	27	0
Shkbp1	1021	1226.99	880.003	877	902.999	1217	2721	2754.01
Shld1	79	94	375	113	246	741	834.001	224
Shld2	78	63	12	34	10	117	10	27
Shld3	0	88.9303	108.698	139.117	107.984	313.553	463.006	430.834
Shmt1	143.444	45.2106	6	7.0752	124.184	17.4126	1	67.2023
Shmt2	47.2133	0	0	194.522	0	0	59	0
Shoc2	1584.99	1828	2623.04	614.003	2938.97	3630.03	6330.88	6042.99
Shpk	0	0	0	0	0	53	0	96
Shprh	204	153	0	2	0	30	234	0
Shtn1	4	2	0	0	0	209	429.002	3
Siae	31.8573	36.742	31.5295	24.5624	25.3864	46.5702	41.6625	34.6489
Siah1-ps2	8.07885	2.83E-26	1.33641	7.65E-31	8.64E-27	3.11E-27	1.43766	6.49E-24
Siah1a	2188.54	1994.95	2189.64	2739.96	2086.66	3912.71	2249.47	2281.98
Siah1b	2.35418	9.34E-40	1.69E-41	131.03	2.32302	2.28504	191.104	3.29E-38
Siah2	109	516	546	319	128	734	340	481
Sidt2	9985.86	9915.76	11481.7	10432.7	10927	8435.27	9939.38	12587.1
Sigirr	0	1	0	0	0	1	62	0
Siglec1	0	0	0	0	0	125	0	0
Siglece	3464	4607	6052	7302	7051	11053	11304	8938
Siglecf	153	639.999	530.999	493.001	99	412	543.001	1126
Siglecg	178	9	240	200	132	103	341	410
Sigmar1	0	67	1.04256	0	2.77445	102.183	107.694	39.2066
Sik1	4199.02	3329.94	4421.97	2962.98	2941.03	1063	3045.97	4189.02
Sik2	830.058	821.351	607.001	275.767	1094.88	314.554	590.743	1124.1
Sik3	11736	8870.83	9574.02	8354.17	8198.99	4862.97	6041.97	10438.1
Sike1	865	1636	993.002	1368	1404	2383	2764.01	2312
Sil1	0	0	0	0	0	0	64	25
Sim2	0	0	0	0	0	0	0	96
Simc1	96	2	0	118	227	15	254	151
Sin3a	245	316	259	619.999	343	646.003	336	649.999
Sin3b	10887.9	9169.98	7879.14	8957.4	7917.06	10603.7	7290.23	6913.16
Sinhcaf	162.314	93.5749	131.546	23.677	3	10	135.198	206.443
Sipa1	902.997	1026	956.998	631.998	705	1366.01	2736.99	2038
Sipa1l1	1817	1338	1943	1497.99	1220	1617	1897	2262.99
Sipa1l2	919.006	1475	1330.99	1443.99	1276	667.999	1366	1645
Sipa1l3	20	85	69	86	219	87	46	134
Sirpa	7246.98	5573.12	5605.87	7155.2	4916.86	9693.27	16667.4	14415.8
Sirpb1a	2024.41	2231.91	3398.71	2040.67	2442.52	2762.68	3710.78	3341.33
Sirpb1b	6930.02	8371.39	14807.2	9044.11	8629.38	11840.3	16576.5	16162.2
Sirpb1c	4322.18	4480.42	6274.91	4089.78	4981.89	6947.99	8872.62	7977.25
Sirt1	1117	769	561	645.002	1240.01	891.994	1181	572.002
Sirt2	5555.03	5022.96	3123.03	5227.03	4634.93	8533.81	6844.91	6964.85
Sirt3	60.5255	134.017	242.984	76.8215	135.233	92	150.166	229.968
Sirt4	1	153	0	64	160	0	173	63
Sirt5	4	0	3	0	1	2	74	17
Sirt6	6	278	64	33	130	304.999	291	71
Sirt7	2608.96	4419.93	3320.06	4280.01	2613.98	6350.23	10388	6741.91
Siva1	708.867	912.506	436.437	1069.4	1143.77	1730.78	1239.35	543.435
Ska3	713.001	216	705	651.001	310	303	66	32
Skap2	4549.45	8155.51	9975.48	8376.66	10639	12267.3	19357.8	18264.2
Ski	2238.06	2540.94	1406.01	4768.17	4024.85	1796.99	2167.95	2303
Skil	8128.19	13086	8893.73	13491.7	12585.1	9003.28	16608.2	21907.5
Skint3	296.001	381.001	630.002	160	330.001	1133	731.002	351.001
Skiv2l	960.007	679.997	952.998	710	987.003	971	1950.99	2509.96
Skp1a	1667.29	2330.96	2712.61	2585.53	2829.41	3529.53	4597.21	3281.53
Skp2	1	0	0	0	0	0	73	3
Sla	486.998	380	836.007	1317.01	759.001	949.995	2967.97	2938.02
Sla2	55.2087	123.429	169.13	183.674	147.726	221.149	318.411	256.52
Slain1	0	102	165	0	0	31	143	212
Slain1os	0	0	0	101	0	0	0	0
Slain2	3704.96	3942.81	1632.78	3043.87	2709.69	2923.17	5333.4	5971.39
Slamf1	74	0	0	0	0	0	0	0
Slamf7	481.852	747.755	520.217	1682.19	1163	552.998	846.002	483.751
Slamf8	529	742	196	627	751	372	0	260
Slamf9	0	0	0	0	0	0	22	0
Slbp	3775.06	4987.54	4412.47	4045.63	4414.42	8878.03	8779.85	8329.35
Slc10a1	0	22	31	86.9999	39	42	0	23
Slc10a3	584.8	765.998	761.002	1059.94	1423.68	910.631	1798.02	1476.98
Slc10a7	125	251	272	62	16	215	220	184
Slc11a1	15617.5	31390.9	27349.3	25946	48012.1	40676.3	51586.3	72445.5
Slc11a2	183	5	0	261	0	167	2	225
Slc12a3	0	1	0	0	19	0	0	1
Slc12a4	0	0	0	1	0	58.5491	0	0
Slc12a5	0	140	0	13	0	0	1	0
Slc12a6	2157.99	1784.52	1695.79	2556.45	2052.33	2051.19	2577.71	1540
Slc12a7	0	0	0	54	52	0	0	161
Slc12a9	188	25	251	145	503	400	254	165
Slc15a2	1131	2644	264	2951	1060	1019	398	987
Slc15a3	11046	13664.9	18070.6	27971.1	24413.2	16204.2	9033.69	15037.1
Slc15a4	284	495.998	525	885.999	931.995	2036.82	1243.82	898.004
Slc16a1	3	224	0	32	0	220	276	1096
Slc16a10	397	170	227	429	227	197	553	363
Slc16a14	6	88	24	134	165	34	76	88
Slc16a3	32247.1	65161.8	68753.6	56954.7	74782.5	95509.3	133638	173186
Slc16a6	5596.12	3906.87	7881.85	4083.29	5840.78	4450.46	4645.06	3298.04
Slc16a7	0	0	81.0001	0	0	0	0	0
Slc17a5	78	126	56	419	129	205	550.002	229
Slc17a7	0	0	0	0	0	0	0	13
Slc17a9	110	189	114	273	3	6	148	46
Slc18a1	38	4	7	36	17	4	0	19
Slc18a2	153	194	216	54	84	414	377	348
Slc19a1	0	0	0	0	17	0	0	0
Slc19a2	0	121	158	60	0	0	62	334
Slc1a1	3	1	0	70.3778	0	0	0	0
Slc1a2	0	20	0	96	45	0	58	340
Slc1a3	0	20	0	0	0	0	0	0
Slc1a4	0	0	59	3	0	0	0	9
Slc1a5	166	1110	158	234	452.002	676.003	1392.99	1191.01
Slc20a1	20917.4	10500.2	15387	14709.7	9696.31	5080.79	5711.89	5944.96
Slc20a2	97	204	58	144	54	1	54	172
Slc22a13b	0	8	0	21	0	6	3	0
Slc22a15	1153	2974.01	3968.01	2421	2694.01	1224	1845	4421.01
Slc22a20	20	101	100	142	131	54	78	63
Slc22a21	0	0	0	0	0	1.69E-26	0	185.675
Slc22a4	21	120	83.9908	73	298	867.406	785	767.593
Slc22a5	5	1	1.00919	0	1	264.594	0	176.731
Slc23a1	1	1	14	3	0	7	1	26
Slc23a2	2006	1140	1754	1810	1848	711	1752	2177
Slc23a3	0	4	26	0	20	0	63	0
Slc24a1	84	0	51	29	0	16	80	69
Slc24a3	78	24	27	1	0	6	37	18
Slc24a5	0	0	1	0	0	10	0	0
